id,question_text,company,date,cluster_id,topic_name,final_category,canonical_question
q14,Что такое React Grid Layout и для чего он используется,Маквес,2025-06-26,50,Сравнение Grid и Flexbox,Верстка,В чем отличие Grid от Flexbox
q15,"На чем писали таблицы в вашем проекте (например, самописные решения)",Маквес,2025-06-26,-1,Нет темы,Нет кластера,
q1,"Виды позиционирования SCSS (static, relative, absolute, fixed, sticky)",Маквес,2025-06-26,-1,Нет темы,Нет кластера,
q2,"Какие есть единицы измерения в CSS, какие лучше использовать (px, em, rem, %, vw, vh)",Маквес,2025-06-26,1,Специфичность CSS селекторов,TypeScript,Какие ещё css правила затрагивают изменение layout?
q3,В чем различия между em и rem в CSS,Маквес,2025-06-26,-1,Нет темы,Нет кластера,
q4,"Какие есть псевдо-классы в CSS и для чего они используются (:hover, :active, :focus, :visited, :link, :disabled, :enabled)",Маквес,2025-06-26,1,Специфичность CSS селекторов,TypeScript,Какие ещё css правила затрагивают изменение layout?
q5,Что такое псевдо-элементы в CSS и как работают ::before и ::after,Маквес,2025-06-26,1,Специфичность CSS селекторов,TypeScript,Какие ещё css правила затрагивают изменение layout?
q6,Как работает Z-index в CSS и какие есть нюансы при большом количестве элементов с Z-index и вложенностью,Маквес,2025-06-26,-1,Нет темы,Нет кластера,
q7,"Если есть два div-контейнера A с Z-index 2 и B с Z-index 3, внутри A есть C с Z-index 5, а внутри B есть D с Z-index 4, какой из div'ов C или D будет выше и почему",Маквес,2025-06-26,-1,Нет темы,Нет кластера,
q9,Как работает prefers-reduced-motion media-запрос и отключает ли он все анимации автоматически,Маквес,2025-06-26,63,Анимации в браузере,JavaScript Core,Что самое дешёвое для анимации в браузере (transform) и как часто RequestAnimationFrame будет запускаться
q10,"Расскажите, чем занимались на последнем месте работы",Маквес,2025-06-26,19,Опыт и работа,Soft Skills,Кратко про опыт работы
q11,Приходилось ли работать со styled components,Маквес,2025-06-26,102,Стилизация компонентов,React,Способы изоляции стилей.
q12,"Сравните styled components и SCSS modules, какие предпочтения",Маквес,2025-06-26,1,Специфичность CSS селекторов,TypeScript,Какие ещё css правила затрагивают изменение layout?
q13,Расскажите про UI Kit на проекте,Маквес,2025-06-26,53,UI Kit и его особенности,Инструменты,Какие UI киты использовал
q15,На чем писали таблицы на проекте (самописные или готовые решения),Маквес,2025-06-26,-1,Нет темы,Нет кластера,
q1,Какие слои на ваш взгляд должен обладать приложение?,Максбитсолюшен,2024-11-04,-1,Нет темы,Нет кластера,
q2,Какая архитектура папок должна быть в этом проекте?,Максбитсолюшен,2024-11-04,79,Архитектурные подходы,Soft Skills,"Какую архитектуру используешь на проекте, какие знаешь?"
q3,Как бы вы организовали и настроили папки в проекте?,Максбитсолюшен,2024-11-04,79,Архитектурные подходы,Soft Skills,"Какую архитектуру используешь на проекте, какие знаешь?"
q1,"Расскажи, пожалуйста, про оптимизацию в React, как оптимизируются компоненты, рендеры и так далее.",Мегаплан,2025-02-25,72,Оптимизация производительности React,React,Какие способы оптимизации React-приложений вы знаете
q2,"Расскажи, поподробнее про useMemo, useCallback, когда их стоит использовать?",Мегаплан,2025-02-25,49,Оптимизация React хуков,React,useMemo vs useCallback
q3,"Как React устроен, зачем он нужен? Как вообще он рисует компоненты, которые мы пишем в коде? Какие механизмы он использует для этого?",Мегаплан,2025-02-25,-1,Нет темы,Нет кластера,
q4,Как React взаимодействует с DOM-деревом? Зачем вообще React нужен?,Мегаплан,2025-02-25,26,Виртуальный DOM и Reconciliation,React,"Зачем нужен React, объясните преимущества декларативности, виртуального DOM и процесса reconciliation"
q5,Расскажи про многопоточность в JavaScript.,Мегаплан,2025-02-25,-1,Нет темы,Нет кластера,
q6,Расскажи про Web Worker.,Мегаплан,2025-02-25,76,Web Workers и Service Workers,JavaScript Core,Что такое web workers и как они используются?
q7,"В чем разница между let, var и const?",Мегаплан,2025-02-25,29,Переменные в JavaScript,JavaScript Core,Пользовался ли var и почему не рекомендуется использовать эту переменную
q1,"Как принимала решения по выбору стека, почему именно его",Мегаплан,2024-11-07,-1,Нет темы,Нет кластера,
q1,На каких проектах работал,Мегафон,2025-02-25,8,Опыт работы во фронтенде,Soft Skills,Работал с zustand или valtio?
q2,"Расскажи про стэк технологий, который использовал",Мегафон,2025-02-25,-1,Нет темы,Нет кластера,
q3,Был ли опыт наставничества,Мегафон,2025-02-25,21,Опыт и истории,Soft Skills,Кратко про опыт
q5,По каким критериям ищешь новую работу,Мегафон,2025-02-25,6,Карьерный поиск,Алгоритмы,Где сейчас проживаете?
q6,Как развиваешься в свободное время,Мегафон,2025-02-25,108,Свободное время и хобби,Soft Skills,Какие хобби?
q7,Что бы выбрал для нового проекта: next или react и почему,Мегафон,2025-02-25,11,Проектные вопросы,Soft Skills,На сколько большой проект был на фронте: сколько было репозиторий на фронте?
q8,"Как бы оптимизировал проект, какие средства в react есть для оптимизации",Мегафон,2025-02-25,68,Способы оптимизации,Производительность,Как оптимизировать бандл
q9,По какой архитектуре бы начал делать проект (спрашивали про fsd),Мегафон,2025-02-25,79,Архитектурные подходы,Soft Skills,"Какую архитектуру используешь на проекте, какие знаешь?"
q1,"Дан массив объектов, вернуть новый массив с группировкой по категориям",Мегафон,2025-02-25,-1,Нет темы,Нет кластера,
q2,"Написать функцию buildQueryString, которая принимает объект с параметрами и возвращает строку query-параметров в формате, подходящем для URL, исключая пустые значения (null, undefined, пустая строка)",Мегафон,2025-02-25,-1,Нет темы,Нет кластера,
q2,Что такое TypeScript и зачем он нужен,Мегафон,2024-09-02,0,Типы и дженерики в TypeScript,TypeScript,Что такое as const в TypeScript?
q3,Какие способы взаимодействия клиента и сервера ты знаешь,Мегафон,2024-09-02,70,Взаимодействие клиент-сервер,Сеть,Как устанавливается соединение между клиентом и сервером
q4,Работал ли с Websocket,Мегафон,2024-09-02,23,Технологии передачи данных,TypeScript,Знаком ли с WebRTC?
q5,С какими форматами передачи данных работал,Мегафон,2024-09-02,8,Опыт работы во фронтенде,Soft Skills,Работал с zustand или valtio?
q6,Работал ли с Protobuf,Мегафон,2024-09-02,-1,Нет темы,Нет кластера,
q7,Читал ли ты спецификацию JavaScript,Мегафон,2024-09-02,111,JavaScript: ошибки и байдинг,JavaScript Core,Что такое JavaScript?
q8,JavaScript однопоточный или многопоточный,Мегафон,2024-09-02,-1,Нет темы,Нет кластера,
q9,Как работают Web Worker,Мегафон,2024-09-02,76,Web Workers и Service Workers,JavaScript Core,Что такое web workers и как они используются?
q11,Почему блокируется работа с интерфейсом если выполняется цикл на 10 миллионов итераций,Мегафон,2024-09-02,10,Event Loop,JavaScript Core,event-loop
q12,Каким способом можно исправить проблему блокировки интерфейса при длительном цикле,Мегафон,2024-09-02,20,Редукция и рендеринг компонентов,React,"Можно ли сделать так, чтобы нельзя было менять свойства объекта (заморозить объект)"
q13,Расскажи про requestAnimationFrame,Мегафон,2024-09-02,63,Анимации в браузере,JavaScript Core,Что самое дешёвое для анимации в браузере (transform) и как часто RequestAnimationFrame будет запускаться
q14,Расскажи про сборщик мусора,Мегафон,2024-09-02,89,Слабые ссылки в JavaScript,JavaScript Core,Отличия Map и WeakMap
q16,Почему null это объект в JavaScript,Мегафон,2024-09-02,-1,Нет темы,Нет кластера,
q17,Какие есть способы создания переменных в JavaScript и их особенности,Мегафон,2024-09-02,-1,Нет темы,Нет кластера,
q18,Опыт работы с библиотеками для работы с графиками,Мегафон,2024-09-02,59,Библиотеки и графики,Алгоритмы,Почему именно эти библиотеки были выбраны при решении задачи?
q19,"Получаешь огромный массив объектов, нужно его обработать и положить в другой массив. Какими методами и способами можно это сделать, не блокируя работу интерфейса",Мегафон,2024-09-02,86,Методы работы с массивами,JavaScript Core,Методы массивов
q20,"Как бы ты реализовал обработку событий, когда нужно определить место нажатия, а не все объекты еще обработаны и не отрисовались. Какие данные ты бы искал и как отлавливал события",Мегафон,2024-09-02,174,Динамическая визуализация данных,React,Работа с графиками: опишите подходы к визуализации данных на графиках в React
q21,"Число с плавающей запятой, нужно округлить это число до 6 знаков после запятой средствами JavaScript",Мегафон,2024-09-02,12,Числовые задачи массива,JavaScript Core,"Привести строку с дробью к формату без скобок, например преобразовать '(9999/9999)'"
q1,"ООП, примеры, для чего нужен",Мегафон,2024-05-31,98,Принципы SOLID в ООП,Инструменты,Объясните основные принципы ООП
q2,"SOLID, примеры, для чего нужен",Мегафон,2024-05-31,98,Принципы SOLID в ООП,Инструменты,Объясните основные принципы ООП
q3,"TCP и UDP, разница",Мегафон,2024-05-31,176,Сетевые протоколы и безопасность,Сеть,"Что такое TCP и IP, как работают, чем отличаются"
q4,Что происходит после отправки запроса,Мегафон,2024-05-31,128,Запросы GET и POST,Сеть,"Запросы GET передаются query параметрами, а можем ли мы сделать то же самое методом POST?"
q5,"Методы HTTP, разница между GET и POST, что безопаснее",Мегафон,2024-05-31,128,Запросы GET и POST,Сеть,"Запросы GET передаются query параметрами, а можем ли мы сделать то же самое методом POST?"
q6,"CORS, что это, как работает",Мегафон,2024-05-31,39,CORS и preflight запросы,Сеть,Что такое CORS? Как настроить CORS?
q7,"Чистая функция, примеры",Мегафон,2024-05-31,141,Чистые функции и перегрузка,Архитектура,Что такое чистая функция
q8,Функция высшего порядка,Мегафон,2024-05-31,-1,Нет темы,Нет кластера,
q9,"Глубокое и поверхностное копирование, в чем разница",Мегафон,2024-05-31,60,Копирование объектов,JavaScript Core,Методы копирования объектов
q1,"Проанализировать вывод консоли и объяснить почему, а также предложить исправления для кода с объектом person, содержащим вложенный объект hobby и добавлением свойства position с вложенным salary",Мегафон,2024-05-31,-1,Нет темы,Нет кластера,
q2,"Проанализировать вывод консоли и объяснить почему, а также как получить длину массива и исправить ошибку вызова метода doSomething у массива",Мегафон,2024-05-31,-1,Нет темы,Нет кластера,
q3,"Реализовать функцию каррирования add, чтобы можно было вызвать add(5)(4)",Мегафон,2024-05-31,13,Функциональное программирование,JavaScript Core,"Реализовать функцию compose, которая принимает несколько функций и возвращает новую функцию, последовательно применяющую переданные функции к аргументу"
q4,"Проанализировать вывод консоли и объяснить почему, а также предложить исправления для функции-конструктора Person с setInterval, увеличивающим свойство age",Мегафон,2024-05-31,-1,Нет темы,Нет кластера,
q5,"Проанализировать вывод консоли и объяснить почему, а также предложить исправления для цикла с var и обработчиком события click на кнопке, выводящим значение i",Мегафон,2024-05-31,-1,Нет темы,Нет кластера,
q1,Процессы от оценки задачи до ее мержа в ветку,Медиалогия,2024-11-17,51,Оценка и планирование задач,Soft Skills,Опишите порядок выполнения операций в вашем решении задачи с медианой
q2,"Расскажите о своих задачах, погрузитесь в контекст, покажите экспертизу от боли заказчика до реализации фичи",Медиалогия,2024-11-17,24,Интересные и сложные задачи,Soft Skills,Рассказать про задачи какие делал
q3,"Опишите процесс CI/CD, который вы использовали",Медиалогия,2024-11-17,73,CI/CD и CDN,Сеть,Что такое CDN
q4,"Расскажите о самой сложной задаче, с которой вы сталкивались",Медиалогия,2024-11-17,24,Интересные и сложные задачи,Soft Skills,Рассказать про задачи какие делал
q5,Участвовали ли вы в code review и на что обращали внимание при проверке кода,Медиалогия,2024-11-17,9,Код-ревью и внимание,Soft Skills,Сколько по времени тратили на просмотр кода на ревью?
q6,"Какие инструменты использовали для управления пакетами в монорепозитории (workspaces), в том числе про lerna",Медиалогия,2024-11-17,-1,Нет темы,Нет кластера,
q1,Знает ли про книгу 'Чистый код' Роберта Мартина? Каких принципов придерживается для поддержания чистоты кода?,Медиалогия,2024-10-29,9,Код-ревью и внимание,Soft Skills,Сколько по времени тратили на просмотр кода на ревью?
q2,"Какие принципы программирования знает? Что такое принцип открытости/закрытости, принцип единственной ответственности, зацепление и связность?",Медиалогия,2024-10-29,121,Программирование и зависимости,Другое,В чем отличие интерпретируемого ЯП от компилируемого?
q3,"Как мыслит при дебаггинге, какие логические шаги предпринимает и какие технические средства использует?",Медиалогия,2024-10-29,123,Дизайн и разработка API,Сеть,Как была построена работа с аналитиками и дизайнерами?
q4,"Знает ли какие-нибудь паттерны из программирования, например, синглтон?",Медиалогия,2024-10-29,121,Программирование и зависимости,Другое,В чем отличие интерпретируемого ЯП от компилируемого?
q5,"Что такое алгоритмическая сложность, какие виды у нее бывают и какими способами её можно минимизировать?",Медиалогия,2024-10-29,18,Сложность алгоритмов,Алгоритмы,Обсуждение сложности алгоритмов и понятия Big O
q6,Что такое замыкание в JavaScript?,Медиалогия,2024-10-29,161,JavaScript: замыкания и асинхронность,JavaScript Core,"Объясните асинхронность в JavaScript, как работает RequestAnimationFrame, и как работают промисы"
q7,Как работают ссылки на данные в JavaScript и как работает сборщик мусора?,Медиалогия,2024-10-29,89,Слабые ссылки в JavaScript,JavaScript Core,Отличия Map и WeakMap
q8,"Что такое this в JavaScript, как его привязать и зачем это нужно?",Медиалогия,2024-10-29,-1,Нет темы,Нет кластера,
q10,"Расскажите про обработку событий в JavaScript: три стадии распространения, остановка распространения, кастомные события, обработка в event loop, использование в задачах не связанных напрямую с интерфейсом.",Медиалогия,2024-10-29,114,События и цикл JavaScript,JavaScript Core,Объясните event loop и когда происходит render
q11,Что такое worker в JavaScript и для чего они нужны?,Медиалогия,2024-10-29,76,Web Workers и Service Workers,JavaScript Core,Что такое web workers и как они используются?
q12,Объясните работу Promise в JavaScript и реализацию через Promise API и async/await.,Медиалогия,2024-10-29,22,Асинхронное программирование,JavaScript Core,async/await
q13,"Зачем придумали TypeScript, если уже есть JavaScript?",Медиалогия,2024-10-29,0,Типы и дженерики в TypeScript,TypeScript,Что такое as const в TypeScript?
q14,Чем отличается interface от type alias в TypeScript?,Медиалогия,2024-10-29,25,Интерфейсы и типы в TypeScript,TypeScript,Отличия типа от интерфейса в TypeScript
q15,Расскажите про generic в TypeScript.,Медиалогия,2024-10-29,-1,Нет темы,Нет кластера,
q16,Что такое any и чем оно отличается от unknown в TypeScript?,Медиалогия,2024-10-29,54,"Типы any, unknown, never",TypeScript,Разница между any / never / unknown
q17,"Что такое enum в TypeScript, зачем они нужны и какие типы enum существуют?",Медиалогия,2024-10-29,171,Типы и перечисления,TypeScript,"Дан enum EState с тремя значениями и generic интерфейс IProps с ограничением V extends Record<EState, number>. Нужно дописать generic так, чтобы props соответствовал типу IProps с value, где ключи из EState и значения числа"
q18,Как работает утилитарный тип данных Record в TypeScript?,Медиалогия,2024-10-29,0,Типы и дженерики в TypeScript,TypeScript,Что такое as const в TypeScript?
q19,Что такое вывод типов (type inference) в TypeScript и как он работает?,Медиалогия,2024-10-29,0,Типы и дженерики в TypeScript,TypeScript,Что такое as const в TypeScript?
q20,Что такое совместимость типов в TypeScript и как она работает?,Медиалогия,2024-10-29,0,Типы и дженерики в TypeScript,TypeScript,Что такое as const в TypeScript?
q21,"Если фронтенд описал с помощью TypeScript тип данных результата работы эндпойнта, как отреагирует TypeScript, если во время работы приложение бэк вернёт данные другого типа?",Медиалогия,2024-10-29,0,Типы и дженерики в TypeScript,TypeScript,Что такое as const в TypeScript?
q22,Расскажите про жизненный цикл компонента в React.,Медиалогия,2024-10-29,157,Жизненный цикл компонентов,React,Перечислите и опишите методы жизненного цикла в React и работу хука useEffect
q23,Расскажите про хуки в React.,Медиалогия,2024-10-29,28,Хуки в React,React,С какими хуками React вы работали и для чего они используются
q24,Объясните разницу между DOM и Virtual DOM в React.,Медиалогия,2024-10-29,26,Виртуальный DOM и Reconciliation,React,"Зачем нужен React, объясните преимущества декларативности, виртуального DOM и процесса reconciliation"
q25,Расскажите про алгоритм согласования (reconciliation) в React.,Медиалогия,2024-10-29,-1,Нет темы,Нет кластера,
q2,Подробно расскажи про резюме и проект,Медлайнсофт,2025-04-30,19,Опыт и работа,Soft Skills,Кратко про опыт работы
q3,В чем отличие type от interface в TypeScript,Медлайнсофт,2025-04-30,25,Интерфейсы и типы в TypeScript,TypeScript,Отличия типа от интерфейса в TypeScript
q4,Какие правила хуков в React,Медлайнсофт,2025-04-30,-1,Нет темы,Нет кластера,
q5,Почему нельзя вызывать хуки в условиях,Медлайнсофт,2025-04-30,3,Хуки и замыкания,React,Замыкание
q6,Объясни разницу между Promise.all и Promise.allSettled,Медлайнсофт,2025-04-30,137,Promise: все методы,JavaScript Core,Отличия Promise.all и Promise.allSettled
q7,Реализовать хук useDebounce с типизацией на TypeScript,Медлайнсофт,2025-04-30,0,Типы и дженерики в TypeScript,TypeScript,Что такое as const в TypeScript?
q8,"Реализовать функцию handlePromises, которая принимает массив промисов и возвращает результат Promise.allSettled",Медлайнсофт,2025-04-30,112,Работа с промисами,JavaScript Core,Реализовать загрузку данных с использованием Promise.all для параллельного получения userData и postData с последующим обновлением состояния в React
q9,Определи последовательность вывода в консоль для асинхронных функций с await и console.log,Медлайнсофт,2025-04-30,82,Порядок вывода в JavaScript,JavaScript Core,"Определи порядок вывода в консоль для кода с setTimeout, Promise и console.log"
q10,"Реализовать функцию getData, которая одновременно запускает два промиса и возвращает их результаты в виде массива",Медлайнсофт,2025-04-30,-1,Нет темы,Нет кластера,
q1,"что такое http, какие методы у него есть, Rest API",Моеvideo,2025-01-30,43,REST и GraphQL API,JavaScript Core,Перечислите и объясните REST API методы
q2,"CORS, preflight запросы, как обойти",Моеvideo,2025-01-30,39,CORS и preflight запросы,Сеть,Что такое CORS? Как настроить CORS?
q3,"коды ответов http, 403 ошибка, чем её можно заменить",Моеvideo,2025-01-30,36,HTTP запросы и заголовки,Сеть,Из чего состоит HTTP запрос?
q4,"Symbol, его особенности",Моеvideo,2025-01-30,-1,Нет темы,Нет кластера,
q5,как добавить в примитив метод без использования String.prototype,Моеvideo,2025-01-30,-1,Нет темы,Нет кластера,
q6,Особенности функционального программирования,Моеvideo,2025-01-30,121,Программирование и зависимости,Другое,В чем отличие интерпретируемого ЯП от компилируемого?
q7,сложность алгоритмов,Моеvideo,2025-01-30,18,Сложность алгоритмов,Алгоритмы,Обсуждение сложности алгоритмов и понятия Big O
q1,Что такое JS?,Мой Склад,2024-11-19,17,Асинхронный JavaScript,JavaScript Core,модули в JS
q2,Чем нравится React?,Мой Склад,2024-11-19,57,Основы React и Suspense,React,Что такое React
q3,Почему хуки нельзя использовать в циклах и условиях?,Мой Склад,2024-11-19,-1,Нет темы,Нет кластера,
q4,Какие минусы React вы видите?,Мой Склад,2024-11-19,158,Плюсы и минусы технологий,Другое,В чем плюсы React?
q6,"Что будет выведено в консоль после выполнения кода: let obj = { \\\\a\\\\"": 1 }; (function (obj) { obj = { \\\\""a\\\\"": 2 }; })(obj); console.log(obj.a);""",Мой Склад,2024-11-19,92,Объекты и контекст исполнения,JavaScript Core,"Определи что выведется в консоль в функции logContext и исправь код так, чтобы выводился контекст 'inner obj'"
q7,"Что будет выведено в консоль после выполнения кода: let obj = { \\\\a\\\\"": 1 }; (function (obj) { obj.a = 2; })(obj); console.log(obj.a);""",Мой Склад,2024-11-19,92,Объекты и контекст исполнения,JavaScript Core,"Определи что выведется в консоль в функции logContext и исправь код так, чтобы выводился контекст 'inner obj'"
q8,"Что будет выведено в консоль после выполнения кода: let x = { \\\\a\\\\"": 1 }; let y = x; y = { \\\\""a\\\\"": 2 }; console.log(x.a);""",Мой Склад,2024-11-19,65,Консоль и переменные,JavaScript Core,"Объяснить, что выведет console.log при вызове функции с замыканием, которая увеличивает внутреннюю переменную, и почему при повторных вызовах выводится одно и то же значение"
q9,"Написать функцию counter, которая будет возвращать количество вызовов самой себя: counter() // 1, counter() // 2, ..., counter() // n",Мой Склад,2024-11-19,13,Функциональное программирование,JavaScript Core,"Реализовать функцию compose, которая принимает несколько функций и возвращает новую функцию, последовательно применяющую переданные функции к аргументу"
q10,"Написать функцию memoize, которая кэширует результаты вызова функции с учётом аргументов, включая объекты с разным порядком ключей",Мой Склад,2024-11-19,13,Функциональное программирование,JavaScript Core,"Реализовать функцию compose, которая принимает несколько функций и возвращает новую функцию, последовательно применяющую переданные функции к аргументу"
q11,Задача на React из примера с использованием Vite (https://stackblitz.com/edit/vitejs-vite-zbxh9h?file=README.md),Мой Склад,2024-11-19,-1,Нет темы,Нет кластера,
q1,Что такое Promise и как он работает?,Мосгосэкспертиза,2025-06-18,69,Методы Promise,JavaScript Core,Какие существуют статические методы у Promise
q2,Расскажите про Redux: его основные принципы и как он используется,Мосгосэкспертиза,2025-06-18,2,Управление состоянием в JS,React,Middleware в Redux
q3,Что такое cookie и как они используются в веб-приложениях,Мосгосэкспертиза,2025-06-18,-1,Нет темы,Нет кластера,
q4,Объясните принципы авторизации с использованием JWT,Мосгосэкспертиза,2025-06-18,87,JWT и авторизация,Сеть,Где хранили JWT
q5,Используете ли вы сложные дженерики в TypeScript и почему это может быть проблемой,Мосгосэкспертиза,2025-06-18,0,Типы и дженерики в TypeScript,TypeScript,Что такое as const в TypeScript?
q6,Задача: реализовать компонент на Vue 3 для отрисовки таблицы с динамическими данными,Мосгосэкспертиза,2025-06-18,174,Динамическая визуализация данных,React,Работа с графиками: опишите подходы к визуализации данных на графиках в React
q1,Расскажите о своем опыте и расскажите о себе,Московский Аэропорт Домодедово,2024-10-29,21,Опыт и истории,Soft Skills,Кратко про опыт
q2,Как вы попали в ИТ?,Московский Аэропорт Домодедово,2024-10-29,-1,Нет темы,Нет кластера,
q3,"Напишите функцию, возвращающую случайное число и симулирующую запрос",Московский Аэропорт Домодедово,2024-10-29,12,Числовые задачи массива,JavaScript Core,"Привести строку с дробью к формату без скобок, например преобразовать '(9999/9999)'"
q1,"Прописываем сайт в адресную строку, что дальше происходит",Мостранспорт,2025-03-05,31,Процесс ввода URL,Сеть,Расскажи про DNS/DNS-Resolving
q2,"Какие есть свойства position в CSS, как сделать так чтобы элемент со свойством absolute отцентровался и растянуть на всю ширину родительского блока",Мостранспорт,2025-03-05,1,Специфичность CSS селекторов,TypeScript,Какие ещё css правила затрагивают изменение layout?
q3,Отличие CSR и SSR,Мостранспорт,2025-03-05,37,Технологии веб-разработки,Верстка,"Что такое CSP, для чего нужно"
q4,Гидрация что такое,Мостранспорт,2025-03-05,7,Функциональный JS & Web API,JavaScript Core,Какие бывают бандлеры
q5,"Дали большой макет дизайна, как ты бы спроектировал веб-приложение по нему",Мостранспорт,2025-03-05,55,Веб-технологии и доступность,Инструменты,Расскажите про особенности хостинга веб-приложений
q6,"FSD что такое, где лучше соединить бэк и фронт (entities?)",Мостранспорт,2025-03-05,147,FSD: Внедрение и Проблемы,Архитектура,"Что такое fsd, как внедряли его на проект"
q7,Реализовать toggle для развертывания и скрытия списка в React,Мостранспорт,2025-03-05,-1,Нет темы,Нет кластера,
q8,Реализовать кнопку delete чтобы удалять элементы списка в React,Мостранспорт,2025-03-05,-1,Нет темы,Нет кластера,
q9,"Реализовать функцию foo на JavaScript, которая возвращает промис с переданными данными через заданный таймаут",Мостранспорт,2025-03-05,114,События и цикл JavaScript,JavaScript Core,Объясните event loop и когда происходит render
q1,способы шифровки данных в js,Название Компании Appmaster,2024-04-09,176,Сетевые протоколы и безопасность,Сеть,"Что такое TCP и IP, как работают, чем отличаются"
q2,отличия cjs от ejs,Название Компании Appmaster,2024-04-09,23,Технологии передачи данных,TypeScript,Знаком ли с WebRTC?
q3,как происходит работа в webworkers,Название Компании Appmaster,2024-04-09,76,Web Workers и Service Workers,JavaScript Core,Что такое web workers и как они используются?
q4,какие ограничения есть в webworkers,Название Компании Appmaster,2024-04-09,76,Web Workers и Service Workers,JavaScript Core,Что такое web workers и как они используются?
q5,как общаться между iframe без shared webworkers,Название Компании Appmaster,2024-04-09,-1,Нет темы,Нет кластера,
q6,какие есть способы организации микросервисной архитектуры,Название Компании Appmaster,2024-04-09,45,Микрофронты и задачи,JavaScript Core,Что относится к микротаскам
q7,для чего нужен rxjs во vue3,Название Компании Appmaster,2024-04-09,164,JSX и современные технологии,React,Что такое JSX и можно ли использовать React без него
q8,как определить утечку памяти в браузере,Название Компании Appmaster,2024-04-09,15,Браузерные хранилища,JavaScript Core,Как настроить кэширование в браузере
q9,"что лучше, один чанк или много чанков. Назови правило, определяющее самое оптимальное решение",Название Компании Appmaster,2024-04-09,-1,Нет темы,Нет кластера,
q10,как влияет http1 http2 http3 на загрузку чанков,Название Компании Appmaster,2024-04-09,36,HTTP запросы и заголовки,Сеть,Из чего состоит HTTP запрос?
q1,Расскажи про этапы обработки события в js,Название Компании Beget,2024-04-06,17,Асинхронный JavaScript,JavaScript Core,модули в JS
q2,Какие есть способы завести реактивную переменную во vue composition api и их особенности,Название Компании Beget,2024-04-06,136,Сравнение фреймворков,Инструменты,"Сравните React, Vue и Angular"
q3,"Какие есть модификаторы доступа атрибутов у класса (private, public, protect), в чем их отличия, и какой есть модификатор доступа в typescript (readonly)",Название Компании Beget,2024-04-06,177,Типы и охранники в TypeScript,TypeScript,Что такое typeguard в TypeScript?
q4,Что такое инъекция в ООП,Название Компании Beget,2024-04-06,7,Функциональный JS & Web API,JavaScript Core,Какие бывают бандлеры
q5,Что такое наследование в ООП,Название Компании Beget,2024-04-06,67,Прототипное наследование,JavaScript Core,Все про прототипы.
q6,Что такое статические атрибуты класса,Название Компании Beget,2024-04-06,179,Статические методы и поля,JavaScript Core,"Статические поля класса и чем отличаются от обычных, привести примеры"
q7,Что такое абстрактный класс и чем он отличается от обычного,Название Компании Beget,2024-04-06,56,Псевдоклассы и классы,JavaScript Core,"Псевдоклассы и псевдоэлементы: что такое, чем отличаются"
q8,Расскажи про SOLID принципы,Название Компании Beget,2024-04-06,98,Принципы SOLID в ООП,Инструменты,Объясните основные принципы ООП
q9,Что происходит при вводе адреса сайта в браузер,Название Компании Beget,2024-04-06,31,Процесс ввода URL,Сеть,Расскажи про DNS/DNS-Resolving
q10,Как работает поиск ip адреса в dns сервере,Название Компании Beget,2024-04-06,31,Процесс ввода URL,Сеть,Расскажи про DNS/DNS-Resolving
q11,Какие знаешь гит команды и опиши последовательность их применений в работе над задачей,Название Компании Beget,2024-04-06,4,Командная работа и взаимодействие,Soft Skills,Как внутри команды договаривались о внедрении новой технологии или библиотеки?
q12,Перечисли структуры данных в typescript,Название Компании Beget,2024-04-06,0,Типы и дженерики в TypeScript,TypeScript,Что такое as const в TypeScript?
q13,Как можно указать тип массива в typescript,Название Компании Beget,2024-04-06,0,Типы и дженерики в TypeScript,TypeScript,Что такое as const в TypeScript?
q14,Что такое бандл и чем он отличается от чанков,Название Компании Beget,2024-04-06,7,Функциональный JS & Web API,JavaScript Core,Какие бывают бандлеры
q15,Может ли бандл состоять из одного файла,Название Компании Beget,2024-04-06,79,Архитектурные подходы,Soft Skills,"Какую архитектуру используешь на проекте, какие знаешь?"
q16,Какие типы хэшей знаешь в вебпаке,Название Компании Beget,2024-04-06,55,Веб-технологии и доступность,Инструменты,Расскажите про особенности хостинга веб-приложений
