"interview_id","company","source","type","text","date","time","salary_range","level","duration","topics","complexity","question_number","sender"
"Jsa-Group_2024-12-11_414_0_0_44899d58","Jsa-Group","json","code","function countSteps(statistics) { const statisticItems = statistics.flat(); const obj = {}","2024-12-11","12:07:07","300","","","","","","Mikhail Sorokin"
"Jsa-Group_2024-12-11_414_0_1_cbf7d8cb","Jsa-Group","json","code","function countSteps(statistics) { const statisticItems = statistics.flat(); const obj = {}; let max = 0; const results = [];","2024-12-11","12:07:07","300","","","","","","Mikhail Sorokin"
"Jsa-Group_2024-12-11_414_0_2_21eecb43","Jsa-Group","json","code","const statistics = [ [ { userId: 1, steps: 2500 }, { userId: 2, steps: 1500 }, ], [{ userId: 2, steps: 1000 }],","2024-12-11","12:07:07","300","","","","","","Mikhail Sorokin"
"Igaming_2025-07-01_416_0_0_e9195540","Igaming","json","question","Как внедрял FSD в Next, если Next","2025-07-01","18:45:59","","senior","","","","","Sergio"
"Igaming_2025-07-01_416_0_1_77f72caa","Igaming","json","question","Зачем использовался и React Query и Zustand, если они оба являются стейт-менеджерами (useQuery из react query для race condition запросов, чтобы не было множественных запросов","2025-07-01","18:45:59","","senior","","","","","Sergio"
"Igaming_2025-07-01_416_0_2_61148795","Igaming","json","question","Зачем использовали headless UI и как правки вносили (делал npm link на локалке себе и после этого уже на стенд деплоили)","2025-07-01","18:45:59","","senior","","","","","Sergio"
"Igaming_2025-07-01_416_0_3_d5e23b1b","Igaming","json","question","Как делал offline-first PWA (service worker, workbox build, indexedDB)","2025-07-01","18:45:59","","senior","","","","","Sergio"
"Igaming_2025-07-01_416_0_4_86c59b81","Igaming","json","code","const groupWords = (words) => { const groups = {}","2025-07-01","18:45:59","","senior","","","","","Sergio"
"Igaming_2025-07-01_416_0_5_8ec2af60","Igaming","json","code","const throttle: Throttle = (func, delay) => { let timer: NodeJS.Timeout | null = null; return (...args) => { if (!timer) { func(...args); timer = setTimeout(() => { timer = null; }","2025-07-01","18:45:59","","senior","","","","","Sergio"
"Igaming_2025-07-01_416_0_6_3c163071","Igaming","json","code","const onMove = (x: number, y: number): void => { console.log(x, y); }","2025-07-01","18:45:59","","senior","","","","","Sergio"
"Igaming_2025-07-01_416_0_7_0bf6c16a","Igaming","json","code","const App = () => { const [count, setCount] = React.useState(0) const [timeLeft, setTimeLeft] = React.useState(10) const id = React.useRef(null) return ( <div className=""App""> <h1>{count}","2025-07-01","18:45:59","","senior","","","","","Sergio"
"Igaming_2025-07-01_416_0_8_d11b30d2","Igaming","json","code","const throttle: Throttle = (func, delay) => { let timer: NodeJS.Timeout | null = null; return (...args) => { if (!timer) { func(...args); timer = setTimeout(() => { timer = null; }, delay); } }; }","2025-07-01","18:45:59","","senior","","","","","Sergio"
"Igaming_2025-07-01_416_0_9_e1b0a113","Igaming","json","code","const App = () => { const [count, setCount] = React.useState(0) const [timeLeft, setTimeLeft] = React.useState(10) const id = React.useRef(null) return ( <div className=""App""> <h1>{count}</h1> <h3>Time left: {timeLeft} seconds</h3> {timeLeft === 0 ? null : <button onClick={() => setCount((c) => c + 1)}> + </button>} </div> ); }","2025-07-01","18:45:59","","senior","","","","","Sergio"
"06 Честный Знак_2024-06-27_md_2_0_2aac027f","06 Честный Знак","markdown","question","Как это все будет подтягиваться с бэка?","2024-06-27","","","","45.2","React, async","","1",""
"06 Честный Знак_2024-06-27_md_2_1_1b5d6cde","06 Честный Знак","markdown","question","Что-то проходит? (в контексте жалоб от продавцов на неверные цены)","2024-06-27","","","","45.2","React","","2",""
"06 Честный Знак_2024-06-27_md_2_2_2fdade24","06 Честный Знак","markdown","question","Может быть правда я не протестировал этот момент?","2024-06-27","","","","45.2","React, тестирование","","3",""
"06 Честный Знак_2024-06-27_md_2_3_213467f0","06 Честный Знак","markdown","question","Можно было его все дописать? (в процессе написания кода)","2024-06-27","","","","45.2","React, TypeScript","","4",""
"06 Честный Знак_2024-06-27_md_2_4_5e999296","06 Честный Знак","markdown","question","Ну что тогда начнем создание наших переменных?","2024-06-27","","","","45.2","TypeScript","","5",""
"06 Честный Знак_2024-06-27_md_2_5_81b4801e","06 Честный Знак","markdown","question","Так у нас дата может быть на ударов на проверку нужно тут будет писать что?","2024-06-27","","","","45.2","TypeScript","","6",""
"06 Честный Знак_2024-06-27_md_2_6_d62c2b61","06 Честный Знак","markdown","question","Теперь пишем useQuery, как раз подзначим, что у нас в options?","2024-06-27","","","","45.2","React, TypeScript","","7",""
"06 Честный Знак_2024-06-27_md_2_7_47a7796e","06 Честный Знак","markdown","question","Нужно сначала написать интерфейс для нее?","2024-06-27","","","","45.2","TypeScript","","8",""
"06 Честный Знак_2024-06-27_md_2_8_53f8c88f","06 Честный Знак","markdown","question","Как нам типизировать данные?","2024-06-27","","","","45.2","TypeScript","","9",""
"06 Честный Знак_2024-06-27_md_2_9_8cf909c4","06 Честный Знак","markdown","question","Теперь для отлова ошибок catch?","2024-06-27","","","","45.2","React, async","","10",""
"06 Честный Знак_2024-06-27_md_2_10_431f82f0","06 Честный Знак","markdown","question","Нужно прописать метод (HTTP метод для запроса)?","2024-06-27","","","","45.2","async, TypeScript","","11",""
"06 Честный Знак_2024-06-27_md_2_11_85a2303f","06 Честный Знак","markdown","question","Теперь резал куда нам будут данные приходить?","2024-06-27","","","","45.2","async, React","","12",""
"06 Честный Знак_2024-06-27_md_2_12_c77ae201","06 Честный Знак","markdown","question","Теперь конс для loading?","2024-06-27","","","","45.2","React","","13",""
"06 Честный Знак_2024-06-27_md_2_13_eaea82b3","06 Честный Знак","markdown","question","Теперь для error?","2024-06-27","","","","45.2","React","","14",""
"06 Честный Знак_2024-06-27_md_2_14_be224a0c","06 Честный Знак","markdown","question","Теперь нужно прописать сета (setState) чтобы у нас поменялся state после получения результата?","2024-06-27","","","","45.2","React, async","","15",""
"06 Честный Знак_2024-06-27_md_2_15_1388de48","06 Честный Знак","markdown","question","Нужно прописать useEffect для того чтобы он не отслеживал лишние изменения?","2024-06-27","","","","45.2","React","","16",""
"06 Честный Знак_2024-06-27_md_2_16_7dd5ac34","06 Честный Знак","markdown","question","Какие зависимости нужно указать в useEffect?","2024-06-27","","","","45.2","React","","17",""
"06 Честный Знак_2024-06-27_md_2_17_9f30e76e","06 Честный Знак","markdown","question","Теперь вызываем функцию для того чтобы выполнить запрос?","2024-06-27","","","","45.2","React, async","","18",""
"06 Честный Знак_2024-06-27_md_2_18_2bcf3aca","06 Честный Знак","markdown","question","Надо экспортировать функцию?","2024-06-27","","","","45.2","React, TypeScript","","19",""
"06 Честный Знак_2024-06-27_md_2_19_6b7b6edd","06 Честный Знак","markdown","question","Нужно передать наш url и метод?","2024-06-27","","","","45.2","async, TypeScript","","20",""
"07 Точка Маркетплейсы_2024-07-08_md_3_0_0adc14b9","07 Точка Маркетплейсы","markdown","question","Можно отключить камеры на время, чтобы не было проблем с пропускной способностью?","2024-07-08","","","","93.8","технические вопросы по коммуникации","","1",""
"07 Точка Маркетплейсы_2024-07-08_md_3_1_23ad89a6","07 Точка Маркетплейсы","markdown","question","Ты работал на React, хотел бы попробовать Vue?","2024-07-08","","","","93.8","Vue, React","","2",""
"07 Точка Маркетплейсы_2024-07-08_md_3_2_ae12b5fc","07 Точка Маркетплейсы","markdown","question","Использовал Redux? С какими библиотеками для управления состоянием работал?","2024-07-08","","","","93.8","React, Redux","","3",""
"07 Точка Маркетплейсы_2024-07-08_md_3_3_a8562ef2","07 Точка Маркетплейсы","markdown","question","Писал ли юнит-тесты?","2024-07-08","","","","93.8","тестирование","","4",""
"07 Точка Маркетплейсы_2024-07-08_md_3_4_aca10bfc","07 Точка Маркетплейсы","markdown","question","Что такое каскадность в CSS?","2024-07-08","","","","93.8","CSS","","5",""
"07 Точка Маркетплейсы_2024-07-08_md_3_5_7ccdfb06","07 Точка Маркетплейсы","markdown","question","Что такое наследование в CSS?","2024-07-08","","","","93.8","CSS","","6",""
"07 Точка Маркетплейсы_2024-07-08_md_3_6_4e614b8c","07 Точка Маркетплейсы","markdown","question","Что такое специфичность в CSS?","2024-07-08","","","","93.8","CSS","","7",""
"07 Точка Маркетплейсы_2024-07-08_md_3_7_431c883b","07 Точка Маркетплейсы","markdown","question","Как работает правило !important в CSS?","2024-07-08","","","","93.8","CSS","","8",""
"07 Точка Маркетплейсы_2024-07-08_md_3_8_462dedcf","07 Точка Маркетплейсы","markdown","question","Как работает каскадность в файлах CSS, если несколько файлов подключены?","2024-07-08","","","","93.8","CSS","","9",""
"07 Точка Маркетплейсы_2024-07-08_md_3_9_89d7948b","07 Точка Маркетплейсы","markdown","question","Как навешиваются обработчики событий?","2024-07-08","","","","93.8","DOM, JavaScript","","10",""
"07 Точка Маркетплейсы_2024-07-08_md_3_10_e6453323","07 Точка Маркетплейсы","markdown","question","Что такое стадии всплытия (bubbling) и погружения (capturing) событий?","2024-07-08","","","","93.8","DOM, JavaScript","","11",""
"07 Точка Маркетплейсы_2024-07-08_md_3_11_fb411dde","07 Точка Маркетплейсы","markdown","question","Как остановить всплытие события?","2024-07-08","","","","93.8","DOM, JavaScript","","12",""
"07 Точка Маркетплейсы_2024-07-08_md_3_12_ce07e9ee","07 Точка Маркетплейсы","markdown","question","Что такое делегирование событий и зачем оно нужно?","2024-07-08","","","","93.8","DOM, JavaScript","","13",""
"07 Точка Маркетплейсы_2024-07-08_md_3_13_8ce32bca","07 Точка Маркетплейсы","markdown","question","Чем отличается target от currentTarget в обработчиках событий?","2024-07-08","","","","93.8","DOM, JavaScript","","14",""
"07 Точка Маркетплейсы_2024-07-08_md_3_14_e620e0a1","07 Точка Маркетплейсы","markdown","question","Чем отличается аутентификация от авторизации?","2024-07-08","","","","93.8","безопасность, auth","","15",""
"07 Точка Маркетплейсы_2024-07-08_md_3_15_df3f7c69","07 Точка Маркетплейсы","markdown","question","Чем отличаются localStorage, sessionStorage и cookies?","2024-07-08","","","","93.8","Web Storage, Cookies","","16",""
"07 Точка Маркетплейсы_2024-07-08_md_3_16_e5e9d334","07 Точка Маркетплейсы","markdown","question","Как работает флаг HttpOnly у cookies?","2024-07-08","","","","93.8","безопасность, cookies","","17",""
"07 Точка Маркетплейсы_2024-07-08_md_3_17_de1e6b79","07 Точка Маркетплейсы","markdown","question","Что происходит на уровне браузера при вводе URL в адресную строку, как формируется и отправляется HTTP-запрос?","2024-07-08","","","","93.8","HTTP, браузер","","18",""
"07 Точка Маркетплейсы_2024-07-08_md_3_18_b6b51327","07 Точка Маркетплейсы","markdown","question","Какие этапы обработки HTML-документа браузером?","2024-07-08","","","","93.8","браузер, рендеринг","","19",""
"07 Точка Маркетплейсы_2024-07-08_md_3_19_a4c5436e","07 Точка Маркетплейсы","markdown","question","Что такое DOM-дерево?","2024-07-08","","","","93.8","браузер, DOM","","20",""
"07 Точка Маркетплейсы_2024-07-08_md_3_20_1524fb06","07 Точка Маркетплейсы","markdown","question","Что такое CSSOM?","2024-07-08","","","","93.8","браузер, CSS","","21",""
"07 Точка Маркетплейсы_2024-07-08_md_3_21_fdcc3dc3","07 Точка Маркетплейсы","markdown","question","Какие этапы рендера страницы в браузере? (Render tree, Layout, Paint)","2024-07-08","","","","93.8","браузер, рендеринг","","22",""
"07 Точка Маркетплейсы_2024-07-08_md_3_22_45f247ef","07 Точка Маркетплейсы","markdown","question","Как работает асинхронная загрузка скриптов в HTML? (async, defer)","2024-07-08","","","","93.8","HTML, JS","","23",""
"07 Точка Маркетплейсы_2024-07-08_md_3_23_a9e7590d","07 Точка Маркетплейсы","markdown","question","Чем отличается repaint от reflow (layout)?","2024-07-08","","","","93.8","браузер, производительность","","24",""
"07 Точка Маркетплейсы_2024-07-08_md_3_24_aa42c6ff","07 Точка Маркетплейсы","markdown","question","Как оптимизировать анимации и изменения стилей, чтобы минимизировать reflow и repaint?","2024-07-08","","","","93.8","производительность","","25",""
"07 Точка Маркетплейсы_2024-07-08_md_3_25_8a66a180","07 Точка Маркетплейсы","markdown","question","Что такое event loop в JavaScript?","2024-07-08","","","","93.8","JavaScript, async","","26",""
"07 Точка Маркетплейсы_2024-07-08_md_3_26_d96e4f58","07 Точка Маркетплейсы","markdown","question","Чем отличаются микротаски (microtasks) и макротаски (macrotasks)?","2024-07-08","","","","93.8","JavaScript, async","","27",""
"07 Точка Маркетплейсы_2024-07-08_md_3_27_bb4a1d7e","07 Точка Маркетплейсы","markdown","question","Как работает setTimeout в цикле с замыканиями?","2024-07-08","","","","93.8","JavaScript, async","","28",""
"07 Точка Маркетплейсы_2024-07-08_md_3_28_f83970fe","07 Точка Маркетплейсы","markdown","question","Как получить ID каждого элемента строки через event.target?","2024-07-08","","","","93.8","DOM, JavaScript","","29",""
"Сбербанк_2024-07-11_md_4_0_daf73d8f","Сбербанк","markdown","question","Расскажи про замыкание, что это такое?","2024-07-11","","","","92.9","JavaScript","","1",""
"Сбербанк_2024-07-11_md_4_1_0e7e1326","Сбербанк","markdown","question","Ты слышал такое выражение, что функция является объектом первого класса?","2024-07-11","","","","92.9","JavaScript","","2",""
"Сбербанк_2024-07-11_md_4_2_882ca01b","Сбербанк","markdown","question","Что такое декоратор?","2024-07-11","","","","92.9","JavaScript","","3",""
"Сбербанк_2024-07-11_md_4_3_b0480029","Сбербанк","markdown","task","Напиши декоратор, который на вход принимает функцию и возвращает кэширующий (мемоизирующий) оборот функции","2024-07-11","","","","92.9","JavaScript","","4",""
"Сбербанк_2024-07-11_md_4_4_54a61339","Сбербанк","markdown","question","Подходит ли твое решение для работы с методами объекта?","2024-07-11","","","","92.9","JavaScript","","5",""
"Сбербанк_2024-07-11_md_4_5_3a8cb080","Сбербанк","markdown","question","Что нужно доделать, чтобы кэширующий декоратор работал с методами объекта?","2024-07-11","","","","92.9","JavaScript","","6",""
"Сбербанк_2024-07-11_md_4_6_bda0269f","Сбербанк","markdown","question","Что будет, если использовать стрелочную функцию в таком декораторе?","2024-07-11","","","","92.9","JavaScript","","7",""
"Сбербанк_2024-07-11_md_4_7_f08ced79","Сбербанк","markdown","code","Что происходит при привязке контекста у function declaration и у стрелочной функции?","2024-07-11","","","","92.9","JavaScript","","8",""
"Сбербанк_2024-07-11_md_4_8_202e836f","Сбербанк","markdown","question","Расскажи, что ты сделал с мемоизацией компонента (React)?","2024-07-11","","","","92.9","React","","9",""
"Сбербанк_2024-07-11_md_4_9_25888125","Сбербанк","markdown","question","Почему элементы списка при удалении заново появляются, что происходит?","2024-07-11","","","","92.9","React","","10",""
"Сбербанк_2024-07-11_md_4_10_2a6dfb4e","Сбербанк","markdown","question","Чем отличается useMemo и useCallback?","2024-07-11","","","","92.9","React","","11",""
"Сбербанк_2024-07-11_md_4_11_d5f51c4d","Сбербанк","markdown","question","Что означает зависимость у useCallback?","2024-07-11","","","","92.9","React","","12",""
"Сбербанк_2024-07-11_md_4_12_8cac2936","Сбербанк","markdown","question","Почему при удалении элемента в списке он может появляться снова?","2024-07-11","","","","92.9","React","","13",""
"Сбербанк_2024-07-11_md_4_13_d89407c9","Сбербанк","markdown","question","Как избавиться от замыкания, которое запомнило первоначальный список элементов?","2024-07-11","","","","92.9","React","","14",""
"Сбербанк_2024-07-11_md_4_14_357ef4bc","Сбербанк","markdown","question","Какие недостатки у кода в pull request, что можно поправить?","2024-07-11","","","","92.9","TypeScript","","15",""
"Сбербанк_2024-07-11_md_4_15_212ba20c","Сбербанк","markdown","question","Насколько хорошо типизирован код, что можно улучшить?","2024-07-11","","","","92.9","TypeScript","","16",""
"Сбербанк_2024-07-11_md_4_16_16f7d6aa","Сбербанк","markdown","question","Расскажи про переход на feature-sliced design, преимущества и недостатки, как организован проект","2024-07-11","","","","92.9","Архитектура","","17",""
"Сбербанк_2024-07-11_md_4_17_4e05c71a","Сбербанк","markdown","question","Как вы решали вопросы распределения слоев и компонентов в feature-sliced design?","2024-07-11","","","","92.9","Архитектура","","18",""
"Сбербанк_2024-07-11_md_4_18_8140f1e7","Сбербанк","markdown","question","Как работает Redux (actions, reducers, store), как происходит обмен данными?","2024-07-11","","","","92.9","Redux","","19",""
"Сбербанк_2024-07-11_md_4_19_e900fba2","Сбербанк","markdown","question","Какие задачи выполняет ваша команда, как устроена команда и проекты?","2024-07-11","","","","92.9","Команда","","20",""
"Сбербанк_2024-07-11_md_4_20_d2389f89","Сбербанк","markdown","question","Как устроен процесс постановки задач и взаимодействия с бизнесом?","2024-07-11","","","","92.9","Команда","","21",""
"Raft_2024-07-12_md_5_0_51fedb1b","Raft","markdown","question","Расскажи вкратце о твоём опыте, чем ты занимался на последнем месте работы?","2024-07-12","","","","52.2","опыт, общий","","1",""
"Raft_2024-07-12_md_5_1_935a4802","Raft","markdown","question","А ты в команде какую позицию сейчас занимаешь?","2024-07-12","","","","52.2","опыт, общий","","2",""
"Raft_2024-07-12_md_5_2_c46cc2f6","Raft","markdown","question","Расскажи, что происходит с браузером с момента ввода URL до полной отрисовки страницы?","2024-07-12","","","","52.2","браузер, HTTP, фронтенд","","3",""
"Raft_2024-07-12_md_5_3_ca81f0f8","Raft","markdown","question","Какие оптимизации фронтенда ты применял для ускорения загрузки и отрисовки?","2024-07-12","","","","52.2","оптимизация фронта","","4",""
"Raft_2024-07-12_md_5_4_93ed057a","Raft","markdown","question","Можешь рассказать различия между localStorage и sessionStorage?","2024-07-12","","","","52.2","фронтенд, хранение","","5",""
"Raft_2024-07-12_md_5_5_9f07466e","Raft","markdown","question","Есть ли у тебя опыт авторизации на сайте? С какими типами токенов работал?","2024-07-12","","","","52.2","безопасность, auth","","6",""
"Raft_2024-07-12_md_5_6_7338d205","Raft","markdown","question","Как ты понимаешь, почему сейчас не рекомендуют хранить access token в localStorage?","2024-07-12","","","","52.2","безопасность, auth","","7",""
"Raft_2024-07-12_md_5_7_2dbb7510","Raft","markdown","question","TypeScript используется? Какие преимущества он даёт?","2024-07-12","","","","52.2","TypeScript","","8",""
"Raft_2024-07-12_md_5_8_d0e294f3","Raft","markdown","question","Как работает типизация, например, где используется сужение типов?","2024-07-12","","","","52.2","TypeScript","","9",""
"Raft_2024-07-12_md_5_9_d7da95a7","Raft","markdown","question","Расскажи, как в JavaScript работает event loop, стек, микрозадачи и макрозадачи?","2024-07-12","","","","52.2","JS асинхронность","","10",""
"Raft_2024-07-12_md_5_10_e5975bc6","Raft","markdown","question","В чём отличие бесконечного цикла от бесконечной рекурсии?","2024-07-12","","","","52.2","JS, циклы, рекурсия","","11",""
"Raft_2024-07-12_md_5_11_4887e6cd","Raft","markdown","question","Какие React-хуки ты используешь на работе?","2024-07-12","","","","52.2","React","","12",""
"Raft_2024-07-12_md_5_12_95e0c4fb","Raft","markdown","question","Расскажи про debounce (дебаунс) и когда его используешь?","2024-07-12","","","","52.2","React, оптимизация","","13",""
"Raft_2024-07-12_md_5_13_465e20a4","Raft","markdown","question","Как сделать так, чтобы что-то произошло только перед размонтированием компонента?","2024-07-12","","","","52.2","React","","14",""
"Raft_2024-07-12_md_5_14_f371c214","Raft","markdown","task","Как решить проблему пробрасывания пропсов глубоко вниз по дереву компонентов?","2024-07-12","","","","52.2","React, архитектура","","15",""
"Raft_2024-07-12_md_5_15_c0e50710","Raft","markdown","question","С какими менеджерами состояния работал?","2024-07-12","","","","52.2","React, состояние","","16",""
"Raft_2024-07-12_md_5_16_ca6f6704","Raft","markdown","question","Как вы реализуете notification (уведомления) в рамках FSD?","2024-07-12","","","","52.2","React, архитектура","","17",""
"Raft_2024-07-12_md_5_17_9d424cc1","Raft","markdown","question","Как вы организуете общий код (shared) и entity в рамках FSD?","2024-07-12","","","","52.2","React, архитектура","","18",""
"Raft_2024-07-12_md_5_18_39f3b05d","Raft","markdown","question","Какие виды тестов покрываешь в своих проектах?","2024-07-12","","","","52.2","тестирование","","19",""
"Raft_2024-07-12_md_5_19_26e1784f","Raft","markdown","question","Какие преимущества даёт покрытие тестами?","2024-07-12","","","","52.2","тестирование","","20",""
"Raft_2024-07-12_md_5_20_17f6ff6d","Raft","markdown","question","В чем разница между микрофронтами и разделением на NPM-пакеты?","2024-07-12","","","","52.2","архитектура, микрофронты","","21",""
"Raft_2024-07-12_md_5_21_6307c4b8","Raft","markdown","question","Расскажи о различиях HTTP и WebSocket соединений и когда лучше использовать WebSocket?","2024-07-12","","","","52.2","WebSocket, HTTP","","22",""
"Raft_2024-07-12_md_5_22_8de9c2bf","Raft","markdown","task","Напиши функцию, которая принимает два отсортированных массива и возвращает один отсортированный","2024-07-12","","","","52.2","алгоритмы, JS","","23",""
"Raft_2024-07-12_md_5_23_9eac0e94","Raft","markdown","question","Что будет, если вызвать Array.sort() без callback?","2024-07-12","","","","52.2","JS, массивы","","24",""
"Raft_2024-07-12_md_5_24_6948768d","Raft","markdown","question","Какова временная сложность сортировки?","2024-07-12","","","","52.2","алгоритмы","","25",""
"Raft_2024-07-12_md_5_25_526943dd","Raft","markdown","task","Можно ли решить задачу слияния двух отсортированных массивов за линейное время?","2024-07-12","","","","52.2","алгоритмы","","26",""
"Яндекс_2024-07-15_md_6_0_fa4cbf52","Яндекс","markdown","question","Сколько лет пишешь на JavaScript? Где начинал?","2024-07-15","","","","61.7","JS","","1",""
"Яндекс_2024-07-15_md_6_1_c27b322d","Яндекс","markdown","question","Был ли опыт разработки мобильных версий сайтов или мобильных приложений?","2024-07-15","","","","61.7","JS","","2",""
"Яндекс_2024-07-15_md_6_2_fcb724c1","Яндекс","markdown","question","Какие сборщики использовал? Настраивал ли Webpack?","2024-07-15","","","","61.7","JS","","3",""
"Яндекс_2024-07-15_md_6_3_8595baec","Яндекс","markdown","question","Писал ли тесты? Если да, то какие? Использовал ли скриншотные тесты?","2024-07-15","","","","61.7","JS","","4",""
"Яндекс_2024-07-15_md_6_4_102193fe","Яндекс","markdown","question","Настраивал ли CI/CD (например, GitLab CI, Jenkins)?","2024-07-15","","","","61.7","Процессы","","5",""
"Яндекс_2024-07-15_md_6_5_80c54deb","Яндекс","markdown","question","Опиши все этапы процесса, что происходит, когда вводишь запрос в поисковую строку и нажимаешь Enter?","2024-07-15","","","","61.7","Сети, HTTP","","6",""
"Яндекс_2024-07-15_md_6_6_58fb4112","Яндекс","markdown","question","Что происходит на уровне TCP при установлении соединения?","2024-07-15","","","","61.7","Сети","","7",""
"Яндекс_2024-07-15_md_6_7_a28664d3","Яндекс","markdown","question","Что происходит дальше после получения IP-адреса?","2024-07-15","","","","61.7","Сети, HTTP","","8",""
"Яндекс_2024-07-15_md_6_8_342c8b12","Яндекс","markdown","question","Опиши процесс рендеринга HTML в браузере (DOM, CSSOM, layout, paint, composition).","2024-07-15","","","","61.7","Браузер, CSS","","9",""
"Яндекс_2024-07-15_md_6_9_7bb6cf16","Яндекс","markdown","question","Какие значения свойства position в CSS знаешь? Что они делают?","2024-07-15","","","","61.7","CSS","","10",""
"Яндекс_2024-07-15_md_6_10_3d07d4a9","Яндекс","markdown","question","Как позиционируется элемент с position: absolute, если задать left?","2024-07-15","","","","61.7","CSS","","11",""
"Яндекс_2024-07-15_md_6_11_349f984a","Яндекс","markdown","question","Как переопределить стиль, чтобы элемент с absolute и left: 30px стал прижат к правому краю?","2024-07-15","","","","61.7","CSS","","12",""
"Яндекс_2024-07-15_md_6_12_3fdb19ee","Яндекс","markdown","question","Что произойдет, если элементу с position: absolute задать одновременно top и bottom с одинаковыми значениями?","2024-07-15","","","","61.7","CSS","","13",""
"Яндекс_2024-07-15_md_6_13_4ac6603a","Яндекс","markdown","question","Влияет ли свойство position на свойство display?","2024-07-15","","","","61.7","CSS","","14",""
"Яндекс_2024-07-15_md_6_14_5612d82f","Яндекс","markdown","question","Проведи оценку алгоритмической сложности решения задачи проверки сбалансированности скобок в строке.","2024-07-15","","","","61.7","Алгоритмы","","15",""
"Яндекс_2024-07-15_md_6_15_17571c96","Яндекс","markdown","question","Опиши план решения задачи проверки сбалансированности скобок.","2024-07-15","","","","61.7","Алгоритмы","","16",""
"Яндекс_2024-07-15_md_6_16_a7259890","Яндекс","markdown","question","Какой будет результат выполнения кода с промисами и тайм-аутами (задача на event loop, microtask/macrotask)?","2024-07-15","","","","61.7","JS (async)","","17",""
"Яндекс_2024-07-15_md_6_17_e1e4448c","Яндекс","markdown","question","Расскажи вкратце как работает event loop, что происходит с microtask и macrotask.","2024-07-15","","","","61.7","JS (async)","","18",""
"Яндекс_2024-07-15_md_6_18_41070f4c","Яндекс","markdown","question","Что будет если в event loop есть микротаски внутри макротаски?","2024-07-15","","","","61.7","JS (async)","","19",""
"Яндекс_2024-07-15_md_6_19_a1410904","Яндекс","markdown","question","Опиши опыт работы с GitLab Flow или аналогами Jira.","2024-07-15","","","","61.7","Процессы","","20",""
"Яндекс_2024-07-15_md_6_20_182450c0","Яндекс","markdown","question","Как тебе Яндекс как компания? Что нравится и не нравится?","2024-07-15","","","","61.7","Компания","","21",""
"Яндекс_2024-07-15_md_6_21_b3561497","Яндекс","markdown","question","Какие возможности для развития и участия в конференциях и обучении есть в Яндексе?","2024-07-15","","","","61.7","Компания","","22",""
"Яндекс_2024-07-15_md_6_22_ad2504af","Яндекс","markdown","question","Как у тебя обстоят дела с балансом работы и личной жизни? Были ли переработки?","2024-07-15","","","","61.7","Личные","","23",""
"07 Точка Маркетплейсы_2024-07-17_md_7_0_750319ce","07 Точка Маркетплейсы","markdown","question","Что происходит, когда мы вводим URL в браузер?","2024-07-17","","","","98.2","Web, HTTP","","1",""
"07 Точка Маркетплейсы_2024-07-17_md_7_1_3d29974c","07 Точка Маркетплейсы","markdown","question","Что происходит после разбора URL?","2024-07-17","","","","98.2","Web, HTTP","","2",""
"07 Точка Маркетплейсы_2024-07-17_md_7_2_94041edf","07 Точка Маркетплейсы","markdown","question","Как браузер формирует HTTP запрос и взаимодействует с сервером?","2024-07-17","","","","98.2","Web, HTTP","","3",""
"07 Точка Маркетплейсы_2024-07-17_md_7_3_2db4eae1","07 Точка Маркетплейсы","markdown","question","Что происходит при обработке HTML, как строится DOM-дерево?","2024-07-17","","","","98.2","Web, HTML","","4",""
"07 Точка Маркетплейсы_2024-07-17_md_7_4_7ed80a29","07 Точка Маркетплейсы","markdown","question","Какие деревья кроме DOM еще строятся, и что происходит с ними?","2024-07-17","","","","98.2","Web, rendering","","5",""
"07 Точка Маркетплейсы_2024-07-17_md_7_5_7d5b780c","07 Точка Маркетплейсы","markdown","question","Как браузер соединяет DOM и CSSOM, и что такое render tree?","2024-07-17","","","","98.2","Web, rendering","","6",""
"07 Точка Маркетплейсы_2024-07-17_md_7_6_4e7cae52","07 Точка Маркетплейсы","markdown","question","Скрипты запускаются синхронно?","2024-07-17","","","","98.2","JS, Browser","","7",""
"07 Точка Маркетплейсы_2024-07-17_md_7_7_ca8897ac","07 Точка Маркетплейсы","markdown","question","Стили тоже загружаются синхронно?","2024-07-17","","","","98.2","CSS, Browser","","8",""
"07 Точка Маркетплейсы_2024-07-17_md_7_8_994f6fe0","07 Точка Маркетплейсы","markdown","question","Как оптимизировать загрузку ""жирной"" картинки, чтобы пользователь не видел белый экран?","2024-07-17","","","","98.2","Web, performance, images","","9",""
"07 Точка Маркетплейсы_2024-07-17_md_7_9_1c508326","07 Точка Маркетплейсы","markdown","question","Какие атрибуты тега link помогают загрузить ресурсы асинхронно?","2024-07-17","","","","98.2","HTML, performance","","10",""
"07 Точка Маркетплейсы_2024-07-17_md_7_10_efe015e1","07 Точка Маркетплейсы","markdown","question","Что такое repaint и reflow, когда они вызываются?","2024-07-17","","","","98.2","Browser rendering, performance","","11",""
"07 Точка Маркетплейсы_2024-07-17_md_7_11_36c7588e","07 Точка Маркетплейсы","markdown","question","Почему важно знать про repaint и reflow, как это влияет на анимации?","2024-07-17","","","","98.2","Browser rendering, performance, CSS","","12",""
